timestamp,alphabets,codewords,lower_boundaries,upper_boundaries,encoded_alphabets
2016-07-01 00:00:00,Z,21.89,21.08,22.79,25
2016-07-01 04:00:00,Z,21.89,21.08,22.79,25
2016-07-01 08:00:00,Z,21.89,21.08,22.79,25
2016-07-01 12:00:00,Z,21.89,21.08,22.79,25
2016-07-01 16:00:00,Z,21.89,21.08,22.79,25
2016-07-01 20:00:00,Z,21.89,21.08,22.79,25
2016-07-02 00:00:00,Z,21.87,21.08,22.79,25
2016-07-02 04:00:00,Z,21.77,21.08,22.79,25
2016-07-02 08:00:00,Z,22.14,21.08,22.79,25
2016-07-02 12:00:00,a,22.89,22.79,25.33,26
2016-07-02 16:00:00,a,23.72,22.79,25.33,26
2016-07-02 20:00:00,a,23.93,22.79,25.33,26
2016-07-03 00:00:00,a,24.39,22.79,25.33,26
2016-07-03 04:00:00,a,24.67,22.79,25.33,26
2016-07-03 08:00:00,a,25.02,22.79,25.33,26
2016-07-03 12:00:00,b,25.81,25.33,29.04,27
2016-07-03 16:00:00,b,26.51,25.33,29.04,27
2016-07-03 20:00:00,b,26.74,25.33,29.04,27
2016-07-04 00:00:00,b,26.88,25.33,29.04,27
2016-07-04 04:00:00,b,27.26,25.33,29.04,27
2016-07-04 08:00:00,b,27.69,25.33,29.04,27
2016-07-04 12:00:00,b,27.82,25.33,29.04,27
2016-07-04 16:00:00,b,27.97,25.33,29.04,27
2016-07-04 20:00:00,b,28.06,25.33,29.04,27
2016-07-05 00:00:00,b,28.73,25.33,29.04,27
2016-07-05 04:00:00,c,29.16,29.04,32.89,28
2016-07-05 08:00:00,c,29.7,29.04,32.89,28
2016-07-05 12:00:00,c,30.08,29.04,32.89,28
2016-07-05 16:00:00,c,29.94,29.04,32.89,28
2016-07-05 20:00:00,c,29.88,29.04,32.89,28
2016-07-06 00:00:00,c,29.92,29.04,32.89,28
2016-07-06 04:00:00,c,29.91,29.04,32.89,28
2016-07-06 08:00:00,c,29.78,29.04,32.89,28
2016-07-06 12:00:00,c,30.13,29.04,32.89,28
2016-07-06 16:00:00,c,30.57,29.04,32.89,28
2016-07-06 20:00:00,c,30.64,29.04,32.89,28
2016-07-07 00:00:00,c,30.58,29.04,32.89,28
2016-07-07 04:00:00,c,30.48,29.04,32.89,28
2016-07-07 08:00:00,c,30.48,29.04,32.89,28
2016-07-07 12:00:00,c,30.58,29.04,32.89,28
2016-07-07 16:00:00,c,30.84,29.04,32.89,28
2016-07-07 20:00:00,c,31.09,29.04,32.89,28
2016-07-08 00:00:00,c,31.13,29.04,32.89,28
2016-07-08 04:00:00,c,31.17,29.04,32.89,28
2016-07-08 08:00:00,c,31.39,29.04,32.89,28
2016-07-08 12:00:00,c,31.55,29.04,32.89,28
2016-07-08 16:00:00,c,31.29,29.04,32.89,28
2016-07-08 20:00:00,c,30.96,29.04,32.89,28
2016-07-09 00:00:00,c,30.71,29.04,32.89,28
2016-07-09 04:00:00,c,30.57,29.04,32.89,28
2016-07-09 08:00:00,c,30.55,29.04,32.89,28
2016-07-09 12:00:00,c,30.51,29.04,32.89,28
2016-07-09 16:00:00,c,30.36,29.04,32.89,28
2016-07-09 20:00:00,c,30.0,29.04,32.89,28
2016-07-10 00:00:00,c,29.77,29.04,32.89,28
2016-07-10 04:00:00,c,29.74,29.04,32.89,28
2016-07-10 08:00:00,c,29.92,29.04,32.89,28
2016-07-10 12:00:00,c,30.24,29.04,32.89,28
2016-07-10 16:00:00,c,30.42,29.04,32.89,28
2016-07-10 20:00:00,c,30.5,29.04,32.89,28
2016-07-11 00:00:00,c,30.72,29.04,32.89,28
2016-07-11 04:00:00,c,31.04,29.04,32.89,28
2016-07-11 08:00:00,c,31.59,29.04,32.89,28
2016-07-11 12:00:00,c,32.27,29.04,32.89,28
2016-07-11 16:00:00,d,32.94,32.89,37.35,29
2016-07-11 20:00:00,d,33.4,32.89,37.35,29
2016-07-12 00:00:00,d,34.0,32.89,37.35,29
2016-07-12 04:00:00,d,34.67,32.89,37.35,29
