timestamp,alphabets,codewords,lower_boundaries,upper_boundaries,encoded_alphabets
2016-07-01 02:00:00,C,139.75,25.32,171.29,2
2016-07-01 06:00:00,B,-10.25,-72.0,0.0,1
2016-07-01 10:00:00,B,-3.75,-72.0,0.0,1
2016-07-01 14:00:00,C,39.5,25.32,171.29,2
2016-07-01 18:00:00,C,35.25,25.32,171.29,2
2016-07-01 22:00:00,B,-44.75,-72.0,0.0,1
2016-07-02 02:00:00,B,16.75,-72.0,0.0,1
2016-07-02 06:00:00,C,52.25,25.32,171.29,2
2016-07-02 10:00:00,C,131.25,25.32,171.29,2
2016-07-02 14:00:00,B,-44.0,-72.0,0.0,1
2016-07-02 18:00:00,B,-51.75,-72.0,0.0,1
2016-07-02 22:00:00,C,74.75,25.32,171.29,2
2016-07-03 02:00:00,A,-143.5,-2000.32,-72.0,0
2016-07-03 06:00:00,C,36.25,25.32,171.29,2
2016-07-03 10:00:00,C,99.25,25.32,171.29,2
2016-07-03 14:00:00,B,3.25,-72.0,0.0,1
2016-07-03 18:00:00,B,-19.75,-72.0,0.0,1
2016-07-03 22:00:00,B,22.75,-72.0,0.0,1
2016-07-04 02:00:00,A,-142.5,-2000.32,-72.0,0
2016-07-04 06:00:00,B,6.75,-72.0,0.0,1
2016-07-04 10:00:00,C,39.75,25.32,171.29,2
2016-07-04 14:00:00,B,-38.0,-72.0,0.0,1
2016-07-04 18:00:00,C,93.25,25.32,171.29,2
2016-07-04 22:00:00,B,9.25,-72.0,0.0,1
2016-07-05 02:00:00,A,-115.25,-2000.32,-72.0,0
2016-07-05 06:00:00,C,48.75,25.32,171.29,2
2016-07-05 10:00:00,C,91.25,25.32,171.29,2
2016-07-05 14:00:00,B,2.0,-72.0,0.0,1
2016-07-05 18:00:00,B,-32.0,-72.0,0.0,1
2016-07-05 22:00:00,C,94.0,25.32,171.29,2
2016-07-06 02:00:00,A,-161.0,-2000.32,-72.0,0
2016-07-06 06:00:00,B,-9.0,-72.0,0.0,1
2016-07-06 10:00:00,C,111.0,25.32,171.29,2
2016-07-06 14:00:00,B,-13.0,-72.0,0.0,1
2016-07-06 18:00:00,B,-34.75,-72.0,0.0,1
2016-07-06 22:00:00,C,63.0,25.32,171.29,2
2016-07-07 02:00:00,A,-136.5,-2000.32,-72.0,0
2016-07-07 06:00:00,B,-1.0,-72.0,0.0,1
2016-07-07 10:00:00,C,29.25,25.32,171.29,2
2016-07-07 14:00:00,B,-19.5,-72.0,0.0,1
2016-07-07 18:00:00,B,19.0,-72.0,0.0,1
2016-07-07 22:00:00,C,36.5,25.32,171.29,2
2016-07-08 02:00:00,A,-101.25,-2000.32,-72.0,0
2016-07-08 06:00:00,B,-21.5,-72.0,0.0,1
2016-07-08 10:00:00,B,-1.5,-72.0,0.0,1
2016-07-08 14:00:00,B,9.25,-72.0,0.0,1
2016-07-08 18:00:00,B,5.25,-72.0,0.0,1
2016-07-08 22:00:00,B,-17.25,-72.0,0.0,1
